Title,Authors,Venue,Year,URL
VisDA-2021 Competition: Universal Domain Adaptation to Improve Performance on Out-of-Distribution Data.,"Dina Bashkirova, Dan Hendrycks, Donghyun Kim 0006, Haojin Liao, Samarth Mishra, Chandramouli Rajagopalan, Kate Saenko, Kuniaki Saito, Burhan Ul Tayyab, Piotr Teterwak, Ben Usman",NeurIPS,2021,https://proceedings.mlr.press/v176/bashkirova22a.html
NeurIPS’22 Cross-Domain MetaDL Challenge: Results and lessons learned.,"Dustin Carrión-Ojeda, Mahbubul Alam, Sergio Escalera, Ahmed K. Farahat, Dipanjan Ghosh, Maria Teresa Gonzalez Diaz, Chetan Gupta 0001, Isabelle Guyon, Joël Roman Ky, Xian Yeow Lee, Xin Liu, Felix Mohr, Manh Hung Nguyen, Emmanuel Pintelas, Stefan Roth 0001, Simone Schaub-Meyer, Haozhe Sun, Ihsan Ullah, Joaquin Vanschoren, Lasitha Vidyaratne, Jiamin Wu, Xiaotian Yin",NeurIPS,2021,https://proceedings.mlr.press/v220/carrion-ojeda22a.html
WebQA: A Multimodal Multihop NeurIPS Challenge.,"Yingshan Chang, Yonatan Bisk",NeurIPS,2021,https://proceedings.mlr.press/v176/chang22a.html
NeurIPS 2022 Competition Track Revised Selected Papers.,"Marco Ciccone, Gustavo Stolovitzky, Jacob Albrecht",NeurIPS,2021,https://proceedings.mlr.press/v220/ciccone22a.html
The Open Catalyst Challenge 2021: Competition Report.,"Abhishek Das, Muhammed Shuaibi, Aini Palizhati, Siddharth Goyal, Aditya Grover, Adeesh Kolluru, Janice Lan, Ammar Rizvi, Anuroop Sriram, Brandon M. Wood, Devi Parikh, Zachary W. Ulissi, C. Lawrence Zitnick, Guolin Ke, Shuxin Zheng, Yu Shi, Di He 0001, Tie-Yan Liu, Chengxuan Ying, Jiacheng You, Yihan He, Rostislav Grigoriev, Ruslan Lukin, Adel Yarullin, Max Faleev",NeurIPS,2021,https://proceedings.mlr.press/v176/das22a.html
The Machine Reconnaissance Blind Chess Tournament of NeurIPS 2022.,"Ryan W. Gardner, Gino Perrotta, Anvay Shah, Shivaram Kalyanakrishnan, Kevin A. Wang, Gregory Clark, Timo Bertram, Johannes Fürnkranz, Martin Müller 0003, Brady P. Garrison, Prithviraj Dasgupta, Saeid Rezaei",NeurIPS,2021,https://proceedings.mlr.press/v220/gardner22a.html
Weather4cast at NeurIPS 2022: Super-Resolution Rain Movie Prediction under Spatio-temporal Shifts.,"Aleksandra Gruca, Federico Serva, Llorenç Lliso, Pilar Rípodas, Xavier Calbet, Pedro Herruzo, Jirí Pihrt, Rudolf Raevskiy, Petr Simánek, Matej Choma, Yang Li, Haiyu Dong, Yury Belousov 0001, Sergey Polezhaev, Brian Pulfer, Minseok Seo, Doyi Kim, Seungheon Shin, Eunbin Kim, Sewoong Ahn, Yeji Choi, Jinyoung Park 0001, Minseok Son, Seungju Cho, Inyoung Lee, Changick Kim, Taehyeon Kim 0001, Shinhwan Kang, Hyeonjeong Shin, Deukryeol Yoon, Seongha Eom, Kijung Shin, Se-Young Yun, Bertrand Le Saux, Michael K. Kopp 0001, Sepp Hochreiter, David P. Kreil",NeurIPS,2021,https://proceedings.mlr.press/v220/gruca22a.html
"MineRL Diamond 2021 Competition: Overview, Results, and Lessons Learned.","Anssi Kanervisto, Stephanie Milani, Karolis Ramanauskas, Nicholay Topin, Zichuan Lin, Junyou Li, Jianing Shi, Deheng Ye, Qiang Fu 0016, Wei Yang 0032, Weijun Hong, Zhongyue Huang, Haicheng Chen, Guangjun Zeng, Yue Lin, Vincent Micheli, Eloi Alonso, François Fleuret, Alexander Nikulin, Yury Belousov 0001, Oleg Svidchenko, Aleksei Shpilman",NeurIPS,2021,https://proceedings.mlr.press/v176/kanervisto22a.html
Interactive Grounded Language Understanding in a Collaborative Environment: IGLU 2021.,"Julia Kiseleva, Ziming Li 0001, Mohammad Aliannejadi, Shrestha Mohanty, Maartje ter Hoeve, Mikhail Burtsev 0001, Alexey Skrynnik, Artem Zholus, Aleksandr Panov, Kavya Srinet, Arthur Szlam, Yuxuan Sun, Katja Hofmann, Marc-Alexandre Côté, Ahmed Hassan Awadallah, Linar Abdrazakov, Igor Churin, Putra Manggala, Kata Naszádi, Michiel van der Meer, Taewoon Kim 0002",NeurIPS,2021,https://proceedings.mlr.press/v176/kiseleva22a.html
The EURO Meets NeurIPS 2022 Vehicle Routing Competition.,"Wouter Kool 0001, Laurens Bliek, Danilo Numeroso, Yingqian Zhang 0001, Tom Catshoek, Kevin Tierney, Thibaut Vidal, Joaquim A. S. Gromicho",NeurIPS,2021,https://proceedings.mlr.press/v220/kool22a.html
The NeurIPS 2022 Neural MMO Challenge: A Massively Multiagent Competition with Specialization and Trade.,"Enhong Liu, Joseph Suarez, Chenhui You, Bo Wu, Bingcheng Chen, Jun Hu 0014, Jiaxin Chen, Xiaolong Zhu, Clare Zhu, Julian Togelius, Sharada P. Mohanty, Weijun Hong, Rui Du, Yibing Zhang, Qinwen Wang, Xinhang Li, Zheng Yuan, Xiang Li, Yuejia Huang, Kun Zhang, Hanhui Yang, Shiqi Tang, Phillip Isola",NeurIPS,2021,https://proceedings.mlr.press/v220/liu22a.html
Traffic4cast at NeurIPS 2022 – Predict Dynamics along Graph Edges from Sparse Node Data: Whole City Traffic and ETA from Stationary Vehicle Detectors.,"Moritz Neun, Christian Eichenberger, Henry Martin, Markus Spanring, Rahul Siripurapu, Daniel Springer, Leyan Deng, Chenwang Wu, Defu Lian, Min Zhou 0006, Martin Lumiste, Andrei Ilie, Xinhua Wu, Cheng Lyu, Qing-Long Lu, Vishal Mahajan, Yichao Lu, Jiezhang Li, Junjun Li, Yue-Jiao Gong, Florian Grötschla, Joël Mathys, Ye Wei, He Haitao, Hui Fang, Kevin Malm, Fei Tang, Michael Kopp 0001, David P. Kreil, Sepp Hochreiter",NeurIPS,2021,https://proceedings.mlr.press/v220/neun22a.html
Results and findings of the 2021 Image Similarity Challenge.,"Zoë Papakipos, Giorgos Tolias, Tomás Jenícek, Ed Pizzi, Shuhei Yokoo, Wenhao Wang, Yifan Sun 0003, Weipu Zhang, Yi Yang 0001, Sanjay Addicam, Sergio Manuel Papadakis, Cristian Canton-Ferrer, Ondrej Chum, Matthijs Douze",NeurIPS,2021,https://proceedings.mlr.press/v176/papakipos22a.html
The Second NeurIPS Tournament of Reconnaissance Blind Chess.,"Gino Perrotta, Ryan W. Gardner, Corey Lowman, Mohammad Taufeeque, Nitish Tongia, Shivaram Kalyanakrishnan, Gregory Clark, Kevin Wang 0003, Eitan Rothberg, Brady P. Garrison, Prithviraj Dasgupta, Callum Canavan, Lucas McCabe",NeurIPS,2021,https://proceedings.mlr.press/v176/perrotta22a.html
Occluded Video Instance Segmentation: Dataset and ICCV 2021 Challenge.,"Jiyang Qi, Yan Gao, Yao Hu, Xinggang Wang, Xiaoyu Liu, Xiang Bai, Serge J. Belongie, Alan L. Yuille, Philip H. S. Torr, Song Bai",NeurIPS Datasets and Benchmarks,2021,https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/7f39f8317fbdb1988ef4c628eba02591-Abstract-round2.html
Driving SMARTS Competition at NeurIPS 2022: Insights and Outcome.,"Amir Rasouli, Soheil Alizadeh, Iuliia Kotseruba, Yi Ma, Hebin Liang, Yuan Tian, Zhiyu Huang, Haochen Liu, Jingda Wu, Randy Goebel, Tianpei Yang, Matthew E. Taylor, Liam Paull, Xi Chen",NeurIPS,2021,https://proceedings.mlr.press/v220/rasouli22a.html
Model-Based Domain Generalization.,"Alexander Robey, George J. Pappas, Hamed Hassani",NeurIPS,2021,https://proceedings.neurips.cc/paper/2021/hash/a8f12d9486cbcc2fe0cfc5352011ad35-Abstract.html
Retrospective on the 2021 MineRL BASALT Competition on Learning from Human Feedback.,"Rohin Shah, Steven H. Wang, Cody Wild, Stephanie Milani, Anssi Kanervisto, Vinicius G. Goecks, Nicholas R. Waytowich, David Watkins-Valls, Bharat Prakash, Edmund Mills, Divyansh Garg, Alexander Fries, Alexandra Souly, Jun Shern Chan, Daniel del Castillo, Tom Lieberum",NeurIPS,2021,https://proceedings.mlr.press/v176/shah22a.html
Results of the NeurIPS&apos;21 Challenge on Billion-Scale Approximate Nearest Neighbor Search.,"Harsha Vardhan Simhadri, George Williams, Martin Aumüller 0001, Matthijs Douze, Artem Babenko, Dmitry Baranchuk, Qi Chen 0009, Lucas Hosseini, Ravishankar Krishnaswamy, Gopal Srinivasa, Suhas Jayaram Subramanya, Jingdong Wang 0001",NeurIPS,2021,https://proceedings.mlr.press/v176/simhadri22a.html
2021 BEETL Competition: Advancing Transfer Learning for Subject Independence &amp; Heterogenous EEG Data Sets.,"Xiaoxi Wei, A. Aldo Faisal, Moritz Grosse-Wentrup, Alexandre Gramfort, Sylvain Chevallier, Vinay Jayaram, Camille Jeunet, Stylianos Bakas, Siegfried Ludwig, Konstantinos Barmpas, Mehdi Bahri, Yannis Panagakis, Nikolaos A. Laskaris, Dimitrios A. Adamos, Stefanos Zafeiriou, William C. Duong, Stephen M. Gordon, Vernon J. Lawhern, Maciej Sliwowski, Vincent Rouanne, Piotr Tempczyk",NeurIPS,2021,https://proceedings.mlr.press/v176/wei22a.html
"HEAR: Holistic Evaluation of Audio Representations, Virtual Event, December 13-14, 2021","Joseph Turian, Björn W. Schuller, Dorien Herremans, Katrin Kirchhoff, L. Paola García-Perera, Philippe Esling","['HEAR@NeurIPS', 'Proceedings of Machine Learning Research']",2021,https://proceedings.mlr.press/v166/
"NeurIPS 2020 Competition and Demonstration Track, 6-12 December 2020, Virtual Event / Vancouver, BC, Canada","Hugo Jair Escalante, Katja Hofmann","['NeurIPS', 'Proceedings of Machine Learning Research']",2021,http://proceedings.mlr.press/v133/
aditya95sriram/bn-slim: NeurIPS 2021.,"Vaidyanathan Peruvemba Ramaswamy, Stefan Szeider",Zenodo,2021,https://doi.org/10.5281/zenodo.5598257
NeurIPS 2021 Competition IGLU: Interactive Grounded Language Understanding in a Collaborative Environment.,"Julia Kiseleva, Ziming Li 0001, Mohammad Aliannejadi, Shrestha Mohanty, Maartje ter Hoeve, Mikhail Burtsev 0001, Alexey Skrynnik, Artem Zholus, Aleksandr I. Panov, Kavya Srinet, Arthur Szlam, Yuxuan Sun, Katja Hofmann, Michel Galley, Ahmed Hassan Awadallah",CoRR,2021,https://arxiv.org/abs/2110.06536
3rd Place Solution for NeurIPS 2021 Shifts Challenge: Vehicle Motion Prediction.,"Ching-Yu Tseng, Po-Shao Lin, Yu-Jia Liou, Kuan-Chih Huang, Winston H. Hsu",CoRR,2021,https://arxiv.org/abs/2112.01348
Proceedings of the NeurIPS 2021 Workshop on Machine Learning for the Developing World: Global Challenges.,"Paula Rodriguez Diaz, Tejumade Afonja, Konstantin Klemmer, Aya Salama 0001, Niveditha Kalavakonda, Oluwafemi Azeez, Simone Fobi",CoRR,2023,https://doi.org/10.48550/arXiv.2301.04007
Has the Machine Learning Review Process Become More Arbitrary as the Field Has Grown? The NeurIPS 2021 Consistency Experiment.,"Alina Beygelzimer, Yann N. Dauphin, Percy Liang, Jennifer Wortman Vaughan",CoRR,2023,https://doi.org/10.48550/arXiv.2306.03262
Team Cogitat at NeurIPS 2021: Benchmarks for EEG Transfer Learning Competition.,"Stylianos Bakas, Siegfried Ludwig, Konstantinos Barmpas, Mehdi Bahri, Yannis Panagakis, Nikolaos A. Laskaris, Dimitrios A. Adamos, Stefanos Zafeiriou",CoRR,2022,https://arxiv.org/abs/2202.03267
Insights From the NeurIPS 2021 NetHack Challenge.,"Eric Hambro, Sharada P. Mohanty, Dmitrii Babaev, Minwoo Byeon, Dipam Chakraborty, Edward Grefenstette, Minqi Jiang, DaeJin Jo, Anssi Kanervisto, Jongmin Kim 0006, Sungwoong Kim, Robert Kirk, Vitaly Kurin, Heinrich Küttler, Taehwon Kwon, Donghoon Lee, Vegard Mella, Nantas Nardelli, Ivan Nazarov, Nikita Ovsov, Jack Parker-Holder, Roberta Raileanu, Karolis Ramanauskas, Tim Rocktäschel, Danielle Rothermel, Mikayel Samvelyan, Dmitry Sorokin, Maciej Sypetkowski, Michal Sypetkowski",CoRR,2022,https://doi.org/10.48550/arXiv.2203.11889
Traffic4cast at NeurIPS 2021 - Temporal and Spatial Few-Shot Transfer Learning in Gridded Geo-Spatial Processes.,"Christian Eichenberger, Moritz Neun, Henry Martin, Pedro Herruzo, Markus Spanring, Yichao Lu, Sungbin Choi, Vsevolod Konyakhin, Nina Lukashina, Aleksei Shpilman, Nina Wiedemann, Martin Raubal, Bo Wang, Hai L. Vu, Reza Mohajerpoor, Chen Cai, Inhi Kim, Luca Hermes, Andrew Melnik, Riza Velioglu, Markus Vieth, Malte Schilling, Alabi Bojesomo, Hasan Al-Marzouqi, Panos Liatsis, Jay Santokhi, Dylan Hillier, Yiming Yang, Joned Sarwar, Anna Jordan, Emil Hewage, David Jonietz, Fei Tang, Aleksandra Gruca, Michael Kopp 0001, David P. Kreil, Sepp Hochreiter",CoRR,2022,https://doi.org/10.48550/arXiv.2203.17070
Lessons learned from the NeurIPS 2021 MetaDL challenge: Backbone fine-tuning without episodic meta-learning dominates for few-shot learning image classification.,"Adrian El Baz, André C. P. L. F. de Carvalho, Hong Chen, Fabio Ferreira, Henry Gouk, Shell Hu, Frank Hutter, Zhengying Liu, Felix Mohr, Jan N. van Rijn, Xin Wang 0019, Isabelle Guyon",CoRR,2022,https://doi.org/10.48550/arXiv.2206.08138
Improving Reproducibility in Machine Learning Research(A Report from the NeurIPS 2019 Reproducibility Program).,"Joelle Pineau, Philippe Vincent-Lamarre, Koustuv Sinha, Vincent Larivière, Alina Beygelzimer, Florence d&apos;Alché-Buc, Emily B. Fox, Hugo Larochelle",J. Mach. Learn. Res.,2021,https://jmlr.org/papers/v22/20-303.html
BYOL-S: Learning Self-supervised Speech Representations by Bootstrapping.,"Gasser Elbanna, Neil Scheidwasser-Clow, Mikolaj Kegler, Pierre Beckmann, Karl El Hajal, Milos Cernak",HEAR@NeurIPS,2021,https://proceedings.mlr.press/v166/elbanna22a.html
Learning General Audio Representations With Large-Scale Training of Patchout Audio Transformers.,"Khaled Koutini, Shahed Masoudian, Florian Schmid, Hamid Eghbal-zadeh, Jan Schlüter, Gerhard Widmer",HEAR@NeurIPS,2021,https://proceedings.mlr.press/v166/koutini22a.html
From HEAR to GEAR: Generative Evaluation of Audio Representations.,"Vincent Lostanlen, Lingyao Yan, Xianyi Yang",HEAR@NeurIPS,2021,https://proceedings.mlr.press/v166/lostanlen22a.html
Masked Spectrogram Modeling using Masked Autoencoders for Learning General-purpose Audio Representation.,"Daisuke Niizumi, Daiki Takeuchi, Yasunori Ohishi, Noboru Harada, Kunio Kashino",HEAR@NeurIPS,2021,https://proceedings.mlr.press/v166/niizumi22a.html
The Efficacy of Self-Supervised Speech Models for Audio Representations.,"Tung-Yu Wu, Tsu-Yuan Hsu, Chen-An Li, Tzu-Han Lin, Hung-yi Lee",HEAR@NeurIPS,2021,https://proceedings.mlr.press/v166/wu22a.html
Understanding Out-of-distribution: A Perspective of Data Dynamics.,"Dyah Adila, Dongyeop Kang",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/adila22a.html
Challenges of Adversarial Image Augmentations.,"Arno Blaas, Xavier Suau, Jason Ramapuram, Nicholas Apostoloff, Luca Zappella",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/blaas22a.html
Shape Defense.,Ali Borji,ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/borji22a.html
Entropic Issues in Likelihood-Based OOD Detection.,"Anthony L. Caterini, Gabriel Loaiza-Ganem",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/caterini22a.html
Is the Number of Trainable Parameters All That Actually Matters?,"Amélie Chatelain, Amine Djeghri, Daniel Hesslow, Julien Launay",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/chatelain22a.html
Unit-level surprise in neural networks.,"Cian Eastwood, Ian Mason, Christopher K. I. Williams",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/eastwood22a.html
The Curse of Depth in Kernel Regime.,"Soufiane Hayou, Arnaud Doucet, Judith Rousseau",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/hayou22a.html
Text Ranking and Classification using Data Compression.,"Nitya Kasturi, Igor L. Markov",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/kasturi22a.html
"Nonlinear Denoising, Linear Demixing.","Rainer Kelz, Gerhard Widmer",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/kelz22a.html
Addressing Bias in Active Learning with Depth Uncertainty Networks... or Not.,"Chelsea Murray, James Urquhart Allingham, Javier Antorán, José Miguel Hernández-Lobato",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/murray22a.html
CDF Normalization for Controlling the Distribution of Hidden Nodes.,"Mike Van Ness, Madeleine Udell",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/ness22a.html
The Beauty Everywhere: How Aesthetic Criteria Contribute to the Development of AI.,"Paulo Pirozelli, João F. N. Cortese",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/pirozelli22a.html
"Causal Inference, is just Inference: A beautifully simple idea that not everyone accepts.",David Rohde,ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/rohde22a.html
GOPHER: Categorical probabilistic forecasting with graph structure via local continuous-time dynamics.,"Ke Alexander Wang, Danielle C. Maddix, Yuyang Wang 0001",ICBINB@NeurIPS,2021,https://proceedings.mlr.press/v163/wang22a.html
Question Answering for Complex Electronic Health Records Database using Unified Encoder-Decoder Architecture.,"Seongsu Bae, Daeyoung Kim, Jiho Kim, Edward Choi",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/bae21a.html
Longitudinal patient stratification of electronic health records with flexible adjustment for clinical outcomes.,"Oliver Carr, Avelino Javer, Patrick Rockenschaub, Owen Parsons, Robert Dürichen",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/carr21a.html
"MEDCOD: A Medically-Accurate, Emotive, Diverse, and Controllable Dialog System.","Rhys Compton, Ilya Valmianski, Li Deng, Costa Huang, Namit Katariya, Xavier Amatriain, Anitha Kannan",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/compton21a.html
Towards Explainable End-to-End Prostate Cancer Relapse Prediction from H&amp;E Images Combining Self-Attention Multiple Instance Learning with a Recurrent Neural Network.,"Esther Dietrich, Patrick Fuhlert, Anne Ernst, Guido Sauter, Maximilian Lennartz, H. Siegfried Stiehl, Marina Zimmermann, Stefan Bonn",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/dietrich21a.html
Retrieval-Based Chest X-Ray Report Generation Using a Pre-trained Contrastive Language-Image Model.,"Mark Endo, Rayan Krishnan, Viswesh Krishna, Andrew Y. Ng, Pranav Rajpurkar",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/endo21a.html
3KG: Contrastive Learning of 12-Lead Electrocardiograms using Physiologically-Inspired Augmentations.,"Bryan Gopal, Ryan W. Han, Gautham Raghupathi, Andrew Y. Ng, Geoffrey H. Tison, Pranav Rajpurkar",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/gopal21a.html
Prognosticating Colorectal Cancer Recurrence using an Interpretable Deep Multi-view Network.,"Danliang Ho, Iain Bee Huat Tan, Mehul Motani",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/ho21a.html
RadBERT-CL: Factually-Aware Contrastive Learning For Radiology Report Classification.,"Ajay Jaiswal, Liyan Tang, Meheli Ghosh, Justin F. Rousseau, Yifan Peng, Ying Ding 0001",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/jaiswal21a.html
Deconfounding Temporal Autoencoder: Estimating Treatment Effects over Time Using Noisy Proxies.,"Milan Kuzmanovic, Tobias Hatt, Stefan Feuerriegel",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/kuzmanovic21a.html
G-Net: a Recurrent Network Approach to G-Computation for Counterfactual Prediction Under a Dynamic Treatment Regime.,"Rui Li, Stephanie M. Hu, Mingyu Lu, Yuria Utsumi, Prithwish Chakraborty, Daby M. Sow, Piyush Madan, Jun Li 0027, Mohamed F. Ghalwash, Zach Shahn, Li-Wei H. Lehman",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/li21a.html
CEHR-BERT: Incorporating temporal information from structured EHR data to improve prediction tasks.,"Chao Pang, Xinzhuo Jiang, Krishna S. Kalluri, Matthew E. Spotnitz, Ruijun Chen, Adler J. Perotte, Karthik Natarajan",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/pang21a.html
Early Exit Ensembles for Uncertainty Quantification.,"Lorena Qendro, Alexander Campbell, Pietro Liò, Cecilia Mascolo",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/qendro21a.html
Attention Distillation for Detection Transformers: Application to Real-Time Video Object Detection in Ultrasound.,"Jonathan Rubin, Ramon Erkamp, Ragha Srinivasa Naidu, Anumod Odungatta Thodiyil, Alvin Chen",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/rubin21a.html
How Transferable are Self-supervised Features in Medical Image Classification Tasks?,"Tuan Truong, Sadegh Mohammadi 0003, Matthias Lenga",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/truong21a.html
"SmartTriage: A system for personalized patient data capture, documentation generation, and decision support.","Ilya Valmianski, Nave Frost, Navdeep Sood, Yang Wang, Baodong Liu, James J. Zhu, Sunil Karumuri, Ian M. Finn, Daniel S. Zisook",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/valmianski21a.html
Domain-guided Self-supervision of EEG Data Improves Downstream Classification Performance and Generalizability.,"Neeraj Wagh, Jionghao Wei, Samarth Rawal, Brent M. Berry, Leland Barnard, Benjamin H. Brinkmann, Gregory A. Worrell, David T. Jones, Yogatheesan Varatharajah",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/wagh21a.html
Image Classification with Consistent Supporting Evidence.,"Peiqi Wang, Ruizhi Liao 0001, Daniel Moyer, Seth J. Berkowitz, Steven Horng, Polina Golland",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/wang21a.html
End-to-End Sequential Sampling and Reconstruction for MRI.,"Tianwei Yin, Zihui Wu, He Sun, Adrian V. Dalca, Yisong Yue, Katherine L. Bouman",ML4H@NeurIPS,2021,https://proceedings.mlr.press/v158/yin21a.html
Alchemy: A benchmark and analysis toolkit for meta-reinforcement learning agents.,"Jane Wang 0001, Michael King, Nicolas Porcel, Zeb Kurth-Nelson, Tina Zhu, Charles Deck, Peter Choy, Mary Cassin, Malcolm Reynolds, H. Francis Song, Gavin Buttimore, David P. Reichert, Neil C. Rabinowitz, Loic Matthey, Demis Hassabis, Alexander Lerchner, Matt M. Botvinick",NeurIPS Datasets and Benchmarks,2021,https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/a3f390d88e4c41f2747bfa2f1b5f87db-Abstract-round2.html
An Empirical Study of Graph Contrastive Learning.,"Yanqiao Zhu 0001, Yichen Xu, Qiang Liu 0006, Shu Wu",NeurIPS Datasets and Benchmarks,2021,https://datasets-benchmarks-proceedings.neurips.cc/paper/2021/hash/0e01938fc48a2cfb5f2217fbfb00722d-Abstract-round2.html
