Title,Authors,Venue,Year,URL
NTIRE 2023 Challenge on Image Denoising: Methods and Results.,"Yawei Li 0001, Yulun Zhang 0001, Radu Timofte, Luc Van Gool, Zhijun Tu, Kunpeng Du, Hailing Wang, Hanting Chen, Wei Li 0002, Xiaofei Wang, Jie Hu 0021, Yunhe Wang 0001, Xiangyu Kong, Jinlong Wu, Dafeng Zhang, Jianxing Zhang, Shuai Liu 0009, Furui Bai, Chaoyu Feng, Hao Wang 0073, Yuqian Zhang, Guangqi Shao, Xiaotao Wang, Lei Lei, Rongjian Xu, Zhilu Zhang, Yunjin Chen, Dongwei Ren, Wangmeng Zuo, Qi Wu 0017, Mingyan Han, Shen Cheng, Haipeng Li 0001, Ting Jiang, Chengzhi Jiang, Xinpeng Li, Jinting Luo, Wenjie Lin, Lei Yu, Haoqiang Fan, Shuaicheng Liu, Aditya Arora, Syed Waqas Zamir, Javier Vazquez-Corral, Konstantinos G. Derpanis, Michael S. Brown, Hao Li 0058, Zhihao Zhao, Jinshan Pan, Jiangxin Dong, Jinhui Tang 0001, Bo Yang 0047, Jingxiang Chen, Chenghua Li, Xi Zhang, Zhao Zhang 0001, Jiahuan Ren, Zhicheng Ji, Kang Miao, Suiyi Zhao, Huan Zheng, Yanyan Wei, Kangliang Liu, Xiangcheng Du, Sijie Liu, Yingbin Zheng, Xingjiao Wu, Cheng Jin 0001, Rajeev Irny, Sriharsha Koundinya, Vighnesh Kamath, Gaurav Khandelwal, Sunder Ali Khowaja, Jiseok Yoon, Ik Hyun Lee, Shijie Chen, Chengqiang Zhao, Huabin Yang, Zhongjian Zhang, Junjia Huang, Yanru Zhang",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00188
NTIRE 2023 Challenge on Efficient Super-Resolution: Methods and Results.,"Yawei Li 0001, Yulun Zhang 0001, Radu Timofte, Luc Van Gool, Lei Yu, Youwei Li, Xinpeng Li, Ting Jiang, Qi Wu 0017, Mingyan Han, Wenjie Lin, Chengzhi Jiang, Jinting Luo, Haoqiang Fan, Shuaicheng Liu, Yucong Wang, Minjie Cai, Mingxi Li, Yuhang Zhang, Xianjun Fan, Yankai Sheng, Yanyu Mao, Nihao Zhang, Qian Wang, Mingjun Zheng, Long Sun, Jinshan Pan, Jiangxin Dong, Jinhui Tang 0001, Zhongbao Yang, Yan Wang, Erlin Pan, Qixuan Cai, Xinan Dai, Magauiya Zhussip, Nikolay Kalyazin, Dmitry Vyal, Xueyi Zou, Youliang Yan, Heaseo Chung, Jin Zhang, Gaocheng Yu, Feng Zhang, Hongbin Wang, Bohao Liao, Zhibo Du, Yu-Liang Wu, Gege Shi, Long Peng, Yang Wang, Yang Cao, Zhengjun Zha, Zhi-Kai Huang, Yi-Chung Chen, Yuan-Chun Chiang, Hao-Hsiang Yang, Wei-Ting Chen, Hua-En Chang, I-Hsiang Chen, Chia-Hsuan Hsieh, Sy-Yen Kuo, Xin Liu, Jiahao Pan, Hongyuan Yu, Weichen Yu, Lin Ge, Jiahua Dong, Yajun Zou, Zhuoyuan Wu, Binnan Han, Xiaolin Zhang, Heng Zhang, Xuanwu Yin, Kunlong Zuo, Weijian Deng, Hongjie Yuan, Zengtong Lu, Mingyu Ouyang, Wenzhuo Ma, Nian Liu, Hanyou Zheng, Yuantong Zhang, Junxi Zhang, Zhenzhong Chen, Garas Gendy, Nabil Sabor, Jingchao Hou, Guanghui He, Yurui Zhu, Xi Wang, Xueyang Fu, Zheng-Jun Zha, Daheng Yin, Mengyang Liu, Baijun Chen, Ao Li 0007, Lei Luo 0003, Kangjun Jin, Ce Zhu, Xiaoming Zhang 0008, Chengxing Xie, Linze Li 0001, Haiteng Meng, Tianlin Zhang, Tianrui Li 0001, Xiaole Zhao, Zhao Zhang 0001, Baiang Li, Huan Zheng, Suiyi Zhao, Yangcheng Gao, Jiahuan Ren, Kang Hu, Jingpeng Shi, Zhijian Wu, Dingjiang Huang, Jinchen Zhu, Hui Li, Qianru Xv, Tianle Liu, Gang Wu 0010, Junpeng Jiang, Xianming Liu, Junjun Jiang, Mingjian Zhang, Shizhuang Weng, Jing Hu 0009, Chengxu Wu, Qinrui Fan, Chengming Feng, Ziwei Luo, Shu Hu 0001, Siwei Lyu, Xi Wu 0004, Xin Wang 0001",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00189
NTIRE 2023 Quality Assessment of Video Enhancement Challenge.,"Xiaohong Liu 0001, Xiongkuo Min, Wei Sun 0029, Yulun Zhang 0001, Kai Zhang 0008, Radu Timofte, Guangtao Zhai, Yixuan Gao, Yuqin Cao, Tengchuan Kou, Yunlong Dong, Ziheng Jia, Yilin Li, Kai Zhao, Heng Cong, Hang Shi, Zhiliang Ma, Mirko Agarla, Zhiwei Huang, Hongye Liu, Ironhead Chuang, Haotian Fan, Shiqi Zhou, Yu Lai, Wenqi Wang, Haoning Wu 0001, Chunzheng Zhu, Shiling Zhao, Hanene Brachemi Meftah, Tengfei Shi, Azadeh Mansouri",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00158
Multi-modal Aerial View Object Classification Challenge Results - PBVS 2023.,"Spencer Low, Oliver Nina, Angel Domingo Sappa, Erik Blasch, Nathan Inkawhich",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00047
Multi-modal Aerial View Image Challenge: Translation from Synthetic Aperture Radar to Electro-Optical Domain Results - PBVS 2023.,"Spencer Low, Oliver Nina, Angel Domingo Sappa, Erik Blasch, Nathan Inkawhich",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00058
Tunable Convolutions with Parametric Multi-Loss Optimization.,"Matteo Maggioni, Thomas Tanay, Francesca Babiloni, Steven McDonagh, Ales Leonardis",CVPR,2023,https://doi.org/10.1109/CVPR52729.2023.01937
L1BSR: Exploiting Detector Overlap for Self-Supervised Single-Image Super-Resolution of Sentinel-2 L1B Imagery.,"Ngoc Long Nguyen, Jérémy Anger, Axel Davy, Pablo Arias 0001, Gabriele Facciolo",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00195
NTIRE 2023 Challenge on HR Depth from Images of Specular and Transparent Surfaces.,"Pierluigi Zama Ramirez, Fabio Tosi, Luigi Di Stefano, Radu Timofte, Alex Costanzino, Matteo Poggi, Samuele Salti, Stefano Mattoccia, Jun Shi 0004, Dafeng Zhang, Yong A, Yixiang Jin, Dingzhe Li, Chao Li 0034, Zhiwen Liu, Qi Zhang, Yixing Wang, Shi Yin",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00143
Thermal Image Super-Resolution Challenge Results - PBVS 2023.,"Rafael E. Rivadeneira, Angel Domingo Sappa, Boris Xavier Vintimilla, Chenyang Wang 0002, Junjun Jiang, Xianming Liu, Zhiwei Zhong, Dai Bin, Li Ruodi, Shengye Li",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00053
LFNAT 2023 Challenge on Light Field Depth Estimation: Methods and Results.,"Hao Sheng 0001, Yebin Liu, Jingyi Yu, Gaochang Wu, Wei Xiong, Ruixuan Cong, Rongshan Chen, Longzhao Guo, Yanlin Xie, Shuo Zhang 0003, Song Chang, Youfang Lin, Wentao Chao, Xuechun Wang, Guanghui Wang 0001, Fuqing Duan, Tun Wang, Da Yang 0001, Zhenglong Cui, Sizhe Wang, Mingyuan Zhao, Qiong Wang, Qianyu Chen, Zhengyu Liang, Yingqian Wang 0002, Jungang Yang 0001, Xueting Yang, Junli Deng",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00350
NTIRE 2023 Challenge on Night Photography Rendering.,"Alina Shutova, Egor I. Ershov, Georgy Perevozchikov, Ivan Ermakov, Nikola Banic, Radu Timofte, Richard Collins, Maria Efimova, Arseniy P. Terekhin, Simone Zini, Claudio Rota, Marco Buzzelli, Simone Bianco 0001, Raimondo Schettini, Chunxia Lei, Tingniao Wang, Song Wang, Shuai Liu 0009, Chaoyu Feng, Guangqi Shao, Hao Wang 0073, Xiaotao Wang, Lei Lei, Lu Xu, Chao Zhang, Yasi Wang, Jin Guo, Yangfan Sun, Tianli Liu, Hao Dejun, Furkan Kinli, Baris Özcan, Furkan Kiraç, Hyerin Chung, Nakyung Lee, Sungkeun Kwak, Marcos V. Conde, Tim Seizinger, Florin-Alexandru Vasluianu, Omar Elezabi, Chia-Hsuan Hsieh, Wei-Ting Chen, Hao-Hsiang Yang, Zhi-Kai Huang, Hua-En Chang, I-Hsiang Chen, Yi-Chung Chen, Yuan-Chun Chiang",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00192
MIPI 2023 Challenge on RGBW Remosaic: Methods and Results.,"Qianhui Sun, Qingyu Yang, Chongyi Li, Shangchen Zhou, Ruicheng Feng, Yuekun Dai, Wenxiu Sun, Qingpeng Zhu, Chen Change Loy, Jinwei Gu, Yuqing Liu, Hongyuan Yu, Weichen Yu, Zhen Dong, Binnan Han, Qi Jia, Xuanwu Yin, Kunlong Zuo, Yaqi Wu, Zhihao Fan, Fanqing Meng, Xun Wu, Jiawei Zhang 0002, Feng Zhang, Mingyan Han, Jinting Luo, Qi Wu 0017, Ting Jiang, Chengzhi Jiang, Wenjie Lin, Xinpeng Li, Lei Yu, Haoqiang Fan, Shuaicheng Liu",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00289
MIPI 2023 Challenge on RGBW Fusion: Methods and Results.,"Qianhui Sun, Qingyu Yang, Chongyi Li, Shangchen Zhou, Ruicheng Feng, Yuekun Dai, Wenxiu Sun, Qingpeng Zhu, Chen Change Loy, Jinwei Gu, Hongyuan Yu, Yuqing Liu, Weichen Yu, Lin Ge, Xiaolin Zhang, Qi Jia, Heng Zhang, Xuanwu Yin, Kunlong Zuo, Qi Wu 0017, Wenjie Lin, Ting Jiang, Chengzhi Jiang, Mingyan Han, Xinpeng Li, Jinting Luo, Lei Yu, Haoqiang Fan, Shuaicheng Liu, Kunyu Wang, Chengzhi Cao, Yuanshen Guan, Jiyuan Xia, Ruikang Xu, Mingde Yao, Zhiwei Xiong",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00288
NTIRE 2023 Image Shadow Removal Challenge Report.,"Florin-Alexandru Vasluianu, Tim Seizinger, Radu Timofte, Shuhao Cui, Junshi Huang, Shuman Tian, Mingyuan Fan 0002, Jiaqi Zhang, Li Zhu, Xiaoming Wei, Xiaolin Wei, Ziwei Luo, Fredrik K. Gustafsson, Zheng Zhao 0004, Jens Sjölund, Thomas B. Schön, Xiaoyi Dong, Xi Sheryl Zhang, Chenghua Li, Cong Leng, Woon-Ha Yeo, Wang-Taek Oh, Yeoreum Lee, Han-Cheol Ryu, Jinting Luo, Chengzhi Jiang, Mingyan Han, Qi Wu 0017, Wenjie Lin, Lei Yu, Xinpeng Li, Ting Jiang, Haoqiang Fan, Shuaicheng Liu, Shuning Xu, Binbin Song, Xiangyu Chen 0006, Shile Zhang, Jiantao Zhou 0001, Zhao Zhang 0001, Suiyi Zhao, Huan Zheng, Yangcheng Gao, Yanyan Wei, Bo Wang 0011, Jiahuan Ren, Yan Luo, Yuki Kondo, Riku Miyata, Fuma Yasue, Taito Naruki, Norimichi Ukita, Hua-En Chang, Hao-Hsiang Yang, Yi-Chung Chen, Yuan-Chun Chiang, Zhi-Kai Huang, Wei-Ting Chen, I-Hsiang Chen, Chia-Hsuan Hsieh, Sy-Yen Kuo, Xianwei Li, Huiyuan Fu, Chunlin Liu, Huadong Ma, Binglan Fu, Huiming He, Mengjia Wang, Wenxuan She, Yu Liu, Sabari Nathan, Priya Kansal, Zhongjian Zhang, Huabin Yang, Yan Wang, Yanru Zhang, Shruti S. Phutke, Ashutosh Kulkarni, Md Raqib Khan, Subrahmanyam Murala, Santosh Kumar Vipparthi, Heng Ye, Zixi Liu, Xingyi Yang, Songhua Liu, Yinwei Wu, Yongcheng Jing, Qianhao Yu, Naishan Zheng, Jie Huang 0017, Yuhang Long, Mingde Yao, Feng Zhao 0004, Bowen Zhao, Nan Ye, Ning Shen, Yanpeng Cao, Tong Xiong, Weiran Xia, Dingwen Li, Shuchen Xia",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00179
Wild Face Anti-Spoofing Challenge 2023: Benchmark and Results.,"Dong Wang, Jia Guo, Qiqi Shao, Haochi He, Zhian Chen, Chuanbao Xiao, Ajian Liu 0001, Sergio Escalera, Hugo Jair Escalante, Zhen Lei 0001, Jun Wan 0001, Jiankang Deng",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00679
NTIRE 2023 Challenge on Stereo Image Super-Resolution: Methods and Results.,"Longguang Wang, Yulan Guo, Yingqian Wang 0002, Juncheng Li 0003, Shuhang Gu, Radu Timofte, Ming Cheng 0002, Haoyu Ma, Qiufang Ma, Xiaopeng Sun, Shijie Zhao 0001, Xuhan Sheng, Yukang Ding, Ming Sun 0008, Xing Wen, Dafeng Zhang, Jia Li 0044, Fan Wang 0005, Zheng Xie, Zongyao He, Zidian Qiu, Zilin Pan, Zhihao Zhan, Xingyuan Xian, Zhi Jin, Yuanbo Zhou, Wei Deng, Ruofeng Nie, Jiajun Zhang, Qinquan Gao, Tong Tong 0001, Kexin Zhang 0003, Junpei Zhang, Rui Peng, Yanbiao Ma, Licheng Jiao, Haoran Bai, Lingshun Kong, Jinshan Pan, Jiangxin Dong, Jinhui Tang 0001, Pu Cao, Tianrui Huang, Lu Yang 0006, Qing Song 0006, Bingxin Chen, Chunhua He, Meiyun Chen, Zijie Guo, Shaojuan Luo, Chengzhi Cao, Kunyu Wang, Fanrui Zhang, Qiang Zhang 0001, Nancy Mehta, Subrahmanyam Murala, Akshay Dudhane, Yujin Wang, Lingen Li, Garas Gendy, Nabil Sabor, Jingchao Hou, Guanghui He, Junyang Chen 0001, Hao Li 0058, Yukai Shi, Zhijing Yang, Wenbin Zou, Yunchen Zhang, Mingchao Jiang, Zhongxin Yu, Ming Tan, Hongxia Gao, Ziwei Luo, Fredrik K. Gustafsson, Zheng Zhao 0004, Jens Sjölund, Thomas B. Schön, Jingxiang Chen, Bo Yang 0047, XiSheryl Zhang, Chenghua Li, Weijun Yuan, Zhan Li 0004, Ruting Deng, Jintao Zeng, Pulkit Mahajan, Sahaj Mistry, Shreyas Chatterjee, Vinit Jakhetiya, Badri N. Subudhi, Sunil Prasad Jaiswal, Zhao Zhang 0001, Huan Zheng, Suiyi Zhao, Yangcheng Gao, Yanyan Wei, Bo Wang 0011, Gen Li 0008, Aijin Li, Lei Sun 0009, Ke Chen, Congling Tang, Yunzhe Li, Jun Chen 0005, Yuan-Chun Chiang, Yi-Chung Chen, Zhi-Kai Huang, Hao-Hsiang Yang, I-Hsiang Chen, Sy-Yen Kuo, Yiheng Wang, Gang Zhu, Xingyi Yang, Songhua Liu, Yongcheng Jing, Xingyu Hu, Jianwen Song, Changming Sun, Arcot Sowmya, Seung Ho Park, Xiaoyan Lei, Jingchao Wang, Chenbo Zhai, Yufei Zhang, Weifeng Cao, Wenlong Zhang",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00141
"NTIRE 2023 Challenge on Light Field Image Super-Resolution: Dataset, Methods and Results.","Yingqian Wang 0002, Longguang Wang, Zhengyu Liang, Jungang Yang 0001, Radu Timofte, Yulan Guo, Kai Jin, Zeqiang Wei, Angulia Yang, Sha Guo, Mingzhi Gao, Xiuzhuang Zhou, Vinh Van Duong, Thuc Nguyen Huu, Jonghoon Yim, Byeungwoo Jeon, Yutong Liu, Zhen Cheng, Zeyu Xiao, Ruikang Xu, Zhiwei Xiong, Gaosheng Liu, Manchang Jin, Huanjing Yue, Jingyu Yang 0002, Chen Gao, Shuo Zhang 0003, Song Chang, Youfang Lin, Wentao Chao, Xuechun Wang, Guanghui Wang 0001, Fuqing Duan, Wang Xia, Yan Wang, Peiqi Xia, Shunzhou Wang, Yao Lu, Ruixuan Cong, Hao Sheng 0001, Da Yang 0001, Rongshan Chen, Sizhe Wang, Zhenglong Cui, Yilei Chen, Yongjie Lu, Dongjun Cai, Ping An, Ahmed Salem 0005, Hatem Ibrahem, Bilel Yagoub, Hyun Soo Kang, Zekai Zeng, Heng Wu",CVPR Workshops,2023,https://doi.org/10.1109/CVPRW59228.2023.00139
Black-Box Sparse Adversarial Attack via Multi-Objective Optimisation CVPR Proceedings.,"Phoenix Neale Williams, Ke Li 0001",CVPR,2023,https://doi.org/10.1109/CVPR52729.2023.01183
