Title,Authors,Venue,Year,URL
"Proceedings of the Workshop on Cognitive Aspects of Knowledge Representation co-located with the 31st international join conference on artificial intelligence (IJCAI-ECAI 2022), Vienna, Austria, July 23, 2022.","Jesse Heyninck, Thomas Meyer 0002, Marco Ragni, Matthias Thimm, Gabriele Kern-Isberner","['CaKR@IJCAI', 'CEUR Workshop Proceedings']",2022,https://ceur-ws.org/Vol-3251
"Proceedings of the Workshop on AI Evaluation Beyond Metrics co-located with the 31st International Joint Conference on Artificial Intelligence (IJCAI-ECAI 2022), Vienna, Austria, July 25th, 2022.","José Hernández-Orallo, Lucy Cheke, Joshua B. Tenebaum, Tomer D. Ullman, Fernando Martínez-Plumed, Danaja Rutar, John Burden, Ryan Burnell, Wout Schellaert","['EBeM@IJCAI', 'CEUR Workshop Proceedings']",2022,https://ceur-ws.org/Vol-3169
"Proceedings of the 10th International Workshop &quot;What can FCA do for Artificial Intelligence?&quot; co-located with the 31st International Joint Conference on Artificial Intelligence (IJCAI-ECAI 2022), Vienna, Austria, July 23, 2022.","Sergei O. Kuznetsov, Amedeo Napoli, Sebastian Rudolph","['FCA4AI@IJCAI', 'CEUR Workshop Proceedings']",2022,https://ceur-ws.org/Vol-3233
"Proceedings of the Second Workshop on Agents and Robots for reliable Engineered Autonomy, AREA@IJCAI-ECAI 2022, Vienna, Austria, 24th July 2022.","Rafael C. Cardoso 0001, Angelo Ferrando 0001, Fabio Papacchini, Mehrnoosh Askarpour, Louise A. Dennis","['AREA@IJCAI-ECAI', 'EPTCS']",2022,https://doi.org/10.4204/EPTCS.362
"Recent Advances in Agent-Based Negotiation: Applications and Competition Challenges, ACAN@IJCAI 2022, Vienna, Austria, July 24, 2022.","Rafik Hadfi, Reyhan Aydogan, Takayuki Ito 0001, Ryuta Arisaka","['ACAN@IJCAI', 'Studies in Computational Intelligence']",2023,https://doi.org/10.1007/978-981-99-0561-4
"Proceedings of the Workshop on Semantic Techniques for Narrative-Based Understanding co-located with 31st International Joint Conference on Artificial Intelligence and the 25th European Conference on Artificial Intelligence (IJCAI-ECAI 2022), Vienna, Austria, July 24, 2022.","Lise Stork, Katrien Beuls, Luc Steels","['Sem4NBU@IJCAI', 'CEUR Workshop Proceedings']",2023,https://ceur-ws.org/Vol-3322
"Proceedings of the Workshop on the Interactions between Analogical Reasoning and Machine Learning (International Joint Conference on Artificial Intelligence - European Conference on Artificial Intelligence (IJAI-ECAI 2022)), Vienna, Austria, July 23, 2022.","Miguel Couceiro, Pierre-Alexandre Murena","['IARML@IJCAI', 'CEUR Workshop Proceedings']",2022,https://ceur-ws.org/Vol-3174
"IJCAI-ECAI 2022: Can Europe Revive its Position in AI after Lagging Behind the US and China? Subtitle: AI is dead, long live AI!",Matjaz Gams,Informatica,2022,https://doi.org/10.31449/inf.v46i3.4366
AI and Games at IJCAI - ECAI 2022.,Matjaz Gams,Informatica,2022,https://doi.org/10.31449/inf.v46i4.4587
The Landslide4Sense Competition 2022.,"Pedram Ghamisi, Omid Ghorbanzadeh, Yonghao Xu, Pedro Herruzo, David P. Kreil, Michael Kopp 0001, Sepp Hochreiter",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/abstract.pdf
Feature and Instance Joint Selection: A Reinforcement Learning Perspective.,"Wei Fan 0010, Kunpeng Liu 0001, Hao Liu 0026, Hengshu Zhu, Hui Xiong 0001, Yanjie Fu",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/280
"Artificial Intelligence for Knowledge Management, Energy, and Sustainability - 9th IFIP WG 12.6 and 1st IFIP WG 12.11 International Workshop, AI4KMES 2021, Held at IJCAI 2021, Montreal, QC, Canada, August 19-20, 2021, Revised Selected Papers","Eunika Mercier-Laurent, Gülgün Kayakutlu","['AI4KMES@IJCAI', 'IFIP Advances in Information and Communication Technology']",2022,https://doi.org/10.1007/978-3-030-96592-1
Optimal Decision Trees For Interpretable Clustering with Constraints.,"Pouya Shati, Eldan Cohen, Sheila A. McIlraith",IJCAI,2023,https://doi.org/10.24963/ijcai.2023/225
The 13th International Automated Negotiating Agent Competition Challenges and Results.,"Reyhan Aydogan, Tim Baarslag, Katsuhide Fujita, Holger H. Hoos, Catholijn M. Jonker, Yasser Mohammad, Bram M. Renting",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_5
A Survey of Decision Support Mechanisms for Negotiation.,"Reyhan Aydogan, Catholijn M. Jonker",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_3
Bidding Support by the Pocket Negotiator Improves Negotiation Outcomes.,"Reyhan Aydogan, Catholijn M. Jonker",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_4
On Implementing a Simulation Environment for a Cooperative Multi-agent Learning Approach to Mitigate DRDoS Attacks.,"Tomoki Kawazoe, Naoki Fukuta",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_2
Agenda-Based Automated Negotiation Through Utility Decomposition.,"Zongcan Li, Rafik Hadfi, Takayuki Ito 0001",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_7
Concession Strategy Adjustment in Automated Negotiation Problems.,"Yuchen Liu, Rafik Hadfi, Takayuki Ito 0001",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_8
Distributed Multi-agent Negotiation for Wi-Fi Channel Assignment.,"Marino Tejedor-Romero, Pradeep K. Murukannaiah, José Manuel Giménez-Guzmán, Ivan Marsá-Maestre, Catholijn M. Jonker",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_1
AhBuNe Agent: Winner of the Eleventh International Automated Negotiating Agent Competition (ANAC 2020).,"Ahmet Burak Yildirim, Nezih Sunman, Reyhan Aydogan",ACAN@IJCAI,2022,https://doi.org/10.1007/978-981-99-0561-4_6
A Game for Crowdsourcing Adversarial Examples for False Information Detection.,"Ján Cegin, Jakub Simko, Peter Brusilovsky",AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper2.pdf
Utilising Assessment List for Trustworthy AI: Three Areas of Improvement.,"Adrian Gavornik, Juraj Podrouzek, Matús Mesarcík, Sara Solarova, Stefan Oresko, Mária Bieliková",AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper3.pdf
Supposedly Fair Classification Systems and Their Impacts.,"Mackenzie Jorgensen, Elizabeth Black, Natalia Criado, Jose M. Such",AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper1.pdf
Acquiring Knowledge Using Crowdsourcing and AI: Participatory Budget and Related Risks.,Lukasz Przysucha,AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper4.pdf
Towards Enhanced Privacy-Preserving Nudges.,"Rim Ben Salem, Esma Aïmeur, Hicham Hage",AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper6.pdf
Good AI for Good: How AI Strategies of the Nordic Countries Address the Sustainable Development Goals.,"Andreas Theodorou, Juan Carlos Nieves, Virginia Dignum",AiOfAi@IJCAI,2022,https://ceur-ws.org/Vol-3275/paper5.pdf
Predicting Flood Inundation Depth Based-on Machine Learning and Numerical Simulation.,"Bruno Adriano, Naoto Yokoya, Satoru Oishi",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper9.pdf
Multispectral U-Net: A Semantic Segmentation Model Using Multispectral Bands Fusion Mechanism for Landslide Detection.,"Lin Bai, Weile Li, Qiang Xu 0004, Weihang Peng, Kai Chen, Zhenzhen Duan, Huiyan Lu",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper16.pdf
Multimodal Crop Type Classification Fusing Multi-Spectral Satellite Time Series with Farmers Crop Rotations and Local Crop Distribution.,"Valentin Barrière, Martin Claverie",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper8.pdf
A Deep Feature Retrieved Network for Bitemporal Remote Sensing Image Change Detection.,"Shizhen Chang, Michael Kopp 0001, Pedram Ghamisi",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper2.pdf
Mapping Slums with Deep Learning Feature Extraction.,"Agatha C. H. de Mattos, Michela Bertolotto, Gavin McArdle",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper5.pdf
Knowledge-Aware Cross-Modal Text-Image Retrieval for Remote Sensing Images.,"Li Mi, Siran Li, Christel Chappuis, Devis Tuia",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper4.pdf
Radar-Based Volumetric Precipitation Nowcasting: A 3D Convolutional Neural Network with U-Net Architecture.,"Peter Pavlík, Viera Rozinajová, Anna Bou Ezzeddine",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper10.pdf
Weak-Supervision Based on Label Proportions for Earth Observation Applications from Optical and Hyperspectral Imagery.,"Laura Elena Cué La Rosa, Dário Augusto Borges Oliveira, Samuel T. Thiele, Pedram Ghamisi, Richard Gloaguen",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper12.pdf
Model-Centric vs Data-Centric Deep Learning Approaches for Landslide Detection.,"Hejar Shahabi, Omid Ghorbanzadeh",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper7.pdf
&quot;Disaster Detection from SAR Images with Different Off-Nadir Angles Using Unsupervised Image Translation.,"Jian Song, Bruno Adriano, Naoto Yokoya",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper3.pdf
A Center-Masked Convolutional Transformer for Hyperspectral Image Classification.,"Yifan Wang, Shuguo Jiang, Meng Xu 0002, Shuyu Zhang 0002, Sen Jia",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper1.pdf
Task-Guided Denoising Network for Adversarial Defense of Remote Sensing Scene Classification.,"Yonghao Xu, Weikang Yu, Pedram Ghamisi",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper11.pdf
On the Generalization of the Semantic Segmentation Model for Landslide Detection.,"Fahong Zhang 0001, Yilei Shi, Qingsong Xu, Zhitong Xiong, Wei Yao, Xiao Xiang Zhu 0001",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper15.pdf
Progressive Label Refinement-Based Distribution Adaptation Framework for Landslide Detection.,"Hengwei Zhao, Junjue Wang, Yang Pan, Ailong Ma, Xinyu Wang 0003, Yanfei Zhong",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper13.pdf
SwinLS: Adapting Swin Transformer to Landslide Detection.,"Dong Zhao, Qi Zang, Zining Wang, Dou Quan, Shuang Wang 0001",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper14.pdf
METER-ML: A Multi-Sensor Earth Observation Benchmark for Automated Methane Source Mapping.,"Bryan Zhu, Nicholas Lui, Jeremy Irvin, Jimmy Le, Sahil Tadwalkar, Chenghao Wang 0005, Zutao Ouyang, Frankie Y. Liu, Andrew Y. Ng, Robert B. Jackson",CDCEO@IJCAI,2022,https://ceur-ws.org/Vol-3207/paper6.pdf
Phragmén Rules for Degressive and Regressive Proportionality.,"Michal Jaworski 0001, Piotr Skowron 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/47
Correlation-Based Algorithm for Team-Maxmin Equilibrium in Multiplayer Extensive-Form Games.,"Youzhi Zhang 0001, Bo An 0001, V. S. Subrahmanian",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/86
Offline Time-Independent Multi-Agent Path Planning.,"Keisuke Okumura 0001, François Bonnet 0001, Yasumasa Tamura, Xavier Défago",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/645
On the Complexity of Calculating Approval-Based Winners in Candidates-Embedded Metrics.,Yongjie Yang 0001,IJCAI,2022,https://doi.org/10.24963/ijcai.2022/83
AMICA: An Argumentative Search Engine for COVID-19 Literature.,"Marco Lippi 0001, Francesco Antici, Gianfranco Brambilla, Evaristo Cisbani, Andrea Galassi, Daniele Giansanti, Fabio Magurano, Antonella Rosi, Federico Ruggeri, Paolo Torroni",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/857
Making Sense of Raw Input (Extended Abstract).,"Richard Evans 0001, Matko Bosnjak, Lars Buesing, Kevin Ellis, David Pfau, Pushmeet Kohli, Marek J. Sergot",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/799
"Table Pre-training: A Survey on Model Architectures, Pre-training Objectives, and Downstream Tasks.","Haoyu Dong 0001, Zhoujun Cheng, Xinyi He, Mengyu Zhou, Anda Zhou, Fan Zhou, Ao Liu 0008, Shi Han, Dongmei Zhang 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/761
On the Convergence of Fictitious Play: A Decomposition Approach.,"Yurong Chen 0002, Xiaotie Deng, Chenchen Li, David Mguni, Jun Wang 0012, Xiang Yan, Yaodong Yang 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/26
Manipulating Elections by Changing Voter Perceptions.,"Junlin Wu 0001, Andrew Estornell, Lecheng Kong, Yevgeniy Vorobeychik",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/79
Budgeted Sequence Submodular Maximization.,"Xuefeng Chen 0001, Liang Feng 0001, Xin Cao 0001, Yifeng Zeng, Yaqing Hou",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/656
Synthesis of Maximally Permissive Strategies for LTLf Specifications.,"Shufang Zhu 0001, Giuseppe De Giacomo",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/386
On Verifying Expectations and Observations of Intelligent Agents.,"Sourav Chakraborty 0001, Avijeet Ghosh, Sujata Ghosh, François Schwarzentruber",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/356
Reconstructing Diffusion Networks from Incomplete Data.,"Hao Huang 0001, Keqi Han, Beicheng Xu, Ting Gan",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/428
What is Right for Me is Not Yet Right for You: A Dataset for Grounding Relative Directions via Multi-Task Learning.,"Jae Hee Lee 0001, Matthias Kerzel, Kyra Ahrens, Cornelius Weber, Stefan Wermter",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/145
Online Bin Packing with Predictions.,"Spyros Angelopoulos 0001, Shahin Kamali, Kimia Shadkami",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/635
Efficient Neural Neighborhood Search for Pickup and Delivery Problems.,"Yining Ma 0001, Jingwen Li, Zhiguang Cao, Wen Song, Hongliang Guo, Yuejiao Gong, Yeow Meng Chee",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/662
Inheriting the Wisdom of Predecessors: A Multiplex Cascade Framework for Unified Aspect-based Sentiment Analysis.,"Hao Fei 0001, Fei Li 0021, Chenliang Li, Shengqiong Wu, Jingye Li, Donghong Ji",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/572
Incentives in Social Decision Schemes with Pairwise Comparison Preferences.,"Felix Brandt 0001, Patrick Lederer, Warut Suksompong",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/19
Global Inference with Explicit Syntactic and Discourse Structures for Dialogue-Level Relation Extraction.,"Hao Fei 0001, Jingye Li, Shengqiong Wu, Chenliang Li, Donghong Ji, Fei Li 0021",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/570
QCDCL with Cube Learning or Pure Literal Elimination - What is Best?,"Benjamin Böhm 0001, Tomás Peitl, Olaf Beyersdorff",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/248
ExplainIt!: A Tool for Computing Robust Attributions of DNNs.,"Sumit Kumar Jha 0001, Alvaro Velasquez, Rickard Ewetz, Laura Pullum, Susmit Jha",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/853
Runtime Analysis of Single- and Multi-Objective Evolutionary Algorithms for Chance Constrained Optimization Problems with Normally Distributed Random Variables.,"Frank Neumann 0001, Carsten Witt",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/665
Conversational Semantic Role Labeling with Predicate-Oriented Latent Graph.,"Hao Fei 0001, Shengqiong Wu, Meishan Zhang, Yafeng Ren, Donghong Ji",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/571
RecipeRec: A Heterogeneous Graph Learning Model for Recipe Recommendation.,"Yijun Tian 0001, Chuxu Zhang, Zhichun Guo, Chao Huang 0001, Ronald A. Metoyer, Nitesh V. Chawla",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/481
Vertically Federated Graph Neural Network for Privacy-Preserving Node Classification.,"Chaochao Chen 0001, Jun Zhou 0011, Longfei Zheng, Huiwen Wu, Lingjuan Lyu, Jia Wu 0001, Bingzhe Wu, Ziqi Liu, Li Wang 0056, Xiaolin Zheng",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/272
Approximately EFX Allocations for Indivisible Chores.,"Shengwei Zhou 0002, Xiaowei Wu 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/110
Monitoring Vegetation From Space at Extremely Fine Resolutions via Coarsely-Supervised Smooth U-Net.,"Joshua Fan 0002, Di Chen 0001, Jiaming Wen 0002, Ying Sun, Carla P. Gomes",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/703
Generating a Structured Summary of Numerous Academic Papers: Dataset and Method.,"Shuaiqi Liu 0002, Jiannong Cao 0001, Ruosong Yang, Zhiyuan Wen",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/591
Fusion Label Enhancement for Multi-Label Learning.,"Xingyu Zhao 0002, Yuexuan An, Ning Xu 0009, Xin Geng 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/524
Libra-CAM: An Activation-Based Attribution Based on the Linear Approximation of Deep Neural Nets and Threshold Calibration.,"Sangkyun Lee 0002, Sungmin Han",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/442
A Mask Image Recognition Attention Network Supervised by Eye Movement.,"Rongkai Zhang 0002, Libin Hou, Runnan Lu, Linyuan Wang 0001, Li Tong, Ying Zeng, Bin Yan 0002",HBAI@IJCAI,2022,https://doi.org/10.1007/978-981-19-8222-4_3
Can Buyers Reveal for a Better Deal?,"Daniel Halpern 0002, Gregory Kehne, Jamie Tucker-Foltz",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/45
Music-to-Dance Generation with Optimal Transport.,"Shuang Wu 0002, Shijian Lu, Li Cheng 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/691
Efficient Document-level Event Extraction via Pseudo-Trigger-aware Pruned Complete Graph.,"Tong Zhu 0002, Xiaoye Qu, Wenliang Chen, Zhefeng Wang 0001, Baoxing Huai, Nicholas Jing Yuan, Min Zhang 0005",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/632
Improving the Effectiveness and Efficiency of Stochastic Neighbour Embedding with Isolation Kernel (Extended Abstract).,"Ye Zhu 0002, Kai Ming Ting",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/812
Thompson Sampling for Bandit Learning in Matching Markets.,"Fang Kong 0002, Junming Yin, Shuai Li 0010",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/439
Robust Subset Selection by Greedy and Evolutionary Pareto Optimization.,"Chao Bian 0002, Yawen Zhou, Chao Qian 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/655
HifiHead: One-Shot High Fidelity Neural Head Synthesis with 3D Control.,"Feida Zhu 0002, Junwei Zhu, Wenqing Chu, Ying Tai, Zhifeng Xie, Xiaoming Huang, Chengjie Wang",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/244
Inverting 43-step MD4 via Cube-and-Conquer.,Oleg Zaikin 0002,IJCAI,2022,https://doi.org/10.24963/ijcai.2022/263
A Digital Gaming Intervention Combing Multitasking and Alternating Attention for ADHD: A Preliminary Study.,"Jiaheng Wang 0003, Mengyi Bao, Wenyu Li, Ji Wang, Kewen Jiang, Lin Yao 0002, Yueming Wang",HBAI@IJCAI,2022,https://doi.org/10.1007/978-981-19-8222-4_18
Feature Dense Relevance Network for Single Image Dehazing.,"Yun Liang 0003, Enze Huang, Zifeng Zhang, Zhuo Su 0001, Dong Wang 0041",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/160
sunny-as2: Enhancing SUNNY for Algorithm Selection (Extended Abstract).,"Tong Liu 0004, Roberto Amadini, Maurizio Gabbrielli, Jacopo Mauro",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/804
DFC-SNN: A New Approach for the Recognition of Brain States by Fusing Brain Dynamics and Spiking Neural Network.,"Yan Cui 0004, Wuque Cai, Tianyao Long, Hongze Sun, Dezhong Yao 0001, Daqing Guo",HBAI@IJCAI,2022,https://doi.org/10.1007/978-981-19-8222-4_4
Towards Facilitating Empathic Conversations in Online Mental Health Support: A Reinforcement Learning Approach (Extended Abstract).,"Ashish Sharma 0004, Inna W. Lin, Adam S. Miner, Dave C. Atkins, Tim Althoff",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/747
Understanding and Mitigating Data Contamination in Deep Anomaly Detection: A Kernel-based Approach.,"Shuang Wu 0005, Jingyu Zhao 0001, Guangjian Tian",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/322
MemREIN: Rein the Domain Shift for Cross-Domain Few-Shot Learning.,"Yi Xu 0005, Lichen Wang, Yizhou Wang 0006, Can Qin, Yulun Zhang 0001, Yun Fu 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/505
Optimization of Stimulus Color for SSVEP-Based Brain-Computer Interfaces in Mixed Reality.,"Feng He 0005, Jieyu Wu, Xiaolin Xiao, Runyuan Gao, Weibo Yi, Yuanfang Chen, Minpeng Xu, Tzyy-Ping Jung, Dong Ming",HBAI@IJCAI,2022,https://doi.org/10.1007/978-981-19-8222-4_16
Spatiality-guided Transformer for 3D Dense Captioning on Point Clouds.,"Heng Wang 0007, Chaoyi Zhang, Jianhui Yu, Weidong Cai 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/194
"Control Globally, Understand Locally: A Global-to-Local Hierarchical Graph Network for Emotional Support Conversation.","Wei Peng 0008, Yue Hu 0002, Luxi Xing, Yuqiang Xie, Yajing Sun, Yunpeng Li",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/600
Adapt to Adaptation: Learning Personalization for Cross-Silo Federated Learning.,"Jun Luo 0010, Shandong Wu",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/301
A Unified Strategy for Multilingual Grammatical Error Correction with Pre-trained Cross-Lingual Language Model.,"Xin Sun 0013, Tao Ge 0001, Shuming Ma, Jingjing Li 0007, Furu Wei, Houfeng Wang",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/606
A Unified Meta-Learning Framework for Dynamic Transfer Learning.,"Jun Wu 0019, Jingrui He",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/496
A Probabilistic Code Balance Constraint with Compactness and Informativeness Enhancement for Deep Supervised Hashing.,"Qi Zhang 0020, Liang Hu 0004, Longbing Cao, Chongyang Shi, Shoujin Wang, Dora D. Liu",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/230
HEA-D: A Hybrid Evolutionary Algorithm for Diversified Top-k Weight Clique Search Problem.,"Jun Wu 0020, Chu Min Li 0001, Yupeng Zhou, Minghao Yin, Xin Xu, Dangdang Niu",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/668
Towards New Optimized Artificial Immune Recognition Systems under the Belief Function Theory.,Rihab Abdelkhalek,IJCAI,2022,https://doi.org/10.24963/ijcai.2022/821
Anytime Capacity Expansion in Medical Residency Match by Monte Carlo Tree Search.,"Kenshi Abe, Junpei Komiyama, Atsushi Iwasaki",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/1
On the Expressivity of Markov Reward (Extended Abstract).,"David Abel, Will Dabney, Anna Harutyunyan, Mark K. Ho, Michael L. Littman, Doina Precup, Satinder Singh 0001",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/730
Detecting Out-Of-Context Objects Using Graph Contextual Reasoning Network.,"Manoj Acharya, Anirban Roy, Kaushik Koneripalli, Susmit Jha, Christopher Kanan, Ajay Divakaran",IJCAI,2022,https://doi.org/10.24963/ijcai.2022/89
Theoretical Study and Empirical Investigation of Sentence Analogies.,"Stergos D. Afantenos, Suryani Lim, Henri Prade, Gilles Richard",IARML@IJCAI,2022,https://ceur-ws.org/Vol-3174/paper2.pdf
